,date,epsActual,epsEstimated,eps_surprise,ticker
108,1999-03-18,0.26,0.24,0.020000000000000018,CCL
107,1999-06-17,0.33,0.31,0.020000000000000018,CCL
106,1999-09-16,0.67,0.64,0.030000000000000027,CCL
105,1999-12-17,0.4,0.39,0.010000000000000009,CCL
104,2000-03-17,0.28,0.28,0.0,CCL
103,2000-06-20,0.32,0.31,0.010000000000000009,CCL
102,2000-09-21,0.67,0.64,0.030000000000000027,CCL
101,2000-12-21,0.37,0.36,0.010000000000000009,CCL
100,2001-03-21,0.22,0.2,0.01999999999999999,CCL
99,2001-06-21,0.32,0.3,0.020000000000000018,CCL
98,2001-09-20,0.84,0.81,0.029999999999999916,CCL
97,2001-12-20,0.2,0.18,0.020000000000000018,CCL
96,2002-03-21,0.22,0.16,0.06,CCL
95,2002-07-22,0.33,0.3,0.030000000000000027,CCL
94,2002-09-20,0.85,0.77,0.07999999999999996,CCL
93,2002-12-19,0.33,0.3,0.030000000000000027,CCL
92,2003-03-21,0.22,0.18,0.04000000000000001,CCL
91,2003-06-26,0.19,0.22,-0.03,CCL
90,2003-09-18,0.9,0.88,0.020000000000000018,CCL
89,2003-12-18,0.26,0.27,-0.010000000000000009,CCL
88,2004-03-22,0.25,0.22,0.03,CCL
87,2004-06-17,0.41,0.35,0.06,CCL
86,2004-09-17,1.23,1.2,0.030000000000000027,CCL
85,2004-12-16,0.36,0.31,0.04999999999999999,CCL
84,2005-03-21,0.42,0.4,0.019999999999999962,CCL
83,2005-06-16,0.49,0.45,0.03999999999999998,CCL
82,2005-09-19,1.36,1.35,0.010000000000000009,CCL
81,2005-12-16,0.43,0.41,0.020000000000000018,CCL
80,2006-03-23,0.34,0.36,-0.019999999999999962,CCL
79,2006-06-16,0.46,0.44,0.020000000000000018,CCL
78,2006-09-21,1.49,1.46,0.030000000000000027,CCL
77,2006-12-21,0.51,0.47,0.040000000000000036,CCL
76,2007-03-16,0.35,0.34,0.009999999999999953,CCL
75,2007-06-19,0.48,0.47,0.010000000000000009,CCL
74,2007-09-20,1.67,1.62,0.04999999999999982,CCL
73,2007-12-20,0.44,0.43,0.010000000000000009,CCL
72,2008-03-20,0.3,0.29,0.010000000000000009,CCL
71,2008-06-19,0.49,0.41,0.08000000000000002,CCL
70,2008-09-18,1.65,1.58,0.06999999999999984,CCL
69,2008-12-18,0.47,0.4,0.06999999999999995,CCL
68,2009-03-24,0.33,0.19,0.14,CCL
67,2009-06-18,0.33,0.28,0.04999999999999999,CCL
66,2009-09-22,1.33,1.17,0.16000000000000014,CCL
65,2009-12-18,0.24,0.2,0.03999999999999998,CCL
64,2010-03-23,0.22,0.14,0.07999999999999999,CCL
63,2010-06-22,0.32,0.29,0.030000000000000027,CCL
62,2010-09-21,1.62,1.47,0.15000000000000013,CCL
61,2010-12-21,0.31,0.31,0.0,CCL
60,2011-03-22,0.19,0.19,0.0,CCL
59,2011-06-21,0.26,0.23,0.03,CCL
58,2011-09-20,1.69,1.63,0.06000000000000005,CCL
57,2011-12-20,0.28,0.28,0.0,CCL
56,2012-03-09,-0.2,-0.08,-0.12000000000000001,CCL
55,2012-06-22,0.2,0.08,0.12000000000000001,CCL
54,2012-09-25,1.53,1.43,0.10000000000000009,CCL
53,2012-12-20,0.13,0.11,0.020000000000000004,CCL
52,2013-03-15,0.08,0.02357,0.05643,CCL
51,2013-06-25,0.09,0.06,0.03,CCL
50,2013-09-24,1.38,1.3,0.07999999999999985,CCL
48,2014-03-25,-0.02577,-0.08,0.05423,CCL
47,2014-06-24,0.1,0.02033,0.07967,CCL
46,2014-09-23,1.58,1.44,0.14000000000000012,CCL
45,2014-12-19,0.27,0.19,0.08000000000000002,CCL
44,2015-03-27,0.2,0.09,0.11000000000000001,CCL
43,2015-06-23,0.25,0.16,0.09,CCL
42,2015-09-22,1.75,1.63,0.1200000000000001,CCL
41,2015-12-18,0.5,0.41,0.09000000000000002,CCL
40,2016-03-30,0.39,0.31,0.08000000000000002,CCL
39,2016-06-28,0.49,0.39,0.09999999999999998,CCL
38,2016-09-26,1.92,1.89,0.030000000000000027,CCL
37,2016-12-20,0.67,0.58,0.09000000000000008,CCL
36,2017-03-28,0.38,0.35,0.030000000000000027,CCL
35,2017-06-22,0.52,0.47,0.050000000000000044,CCL
34,2017-09-26,2.29,2.2,0.08999999999999986,CCL
33,2017-12-19,0.63,0.51,0.12,CCL
32,2018-03-22,0.52,0.43,0.09000000000000002,CCL
31,2018-06-25,0.68,0.6,0.08000000000000007,CCL
30,2018-09-27,2.36,2.32,0.040000000000000036,CCL
29,2018-12-20,0.7,0.69,0.010000000000000009,CCL
28,2019-03-26,0.49,0.44,0.04999999999999999,CCL
27,2019-06-20,0.66,0.61,0.050000000000000044,CCL
26,2019-09-26,2.63,2.53,0.10000000000000009,CCL
25,2019-12-20,0.62,0.5,0.12,CCL
24,2020-04-03,0.22,0.28,-0.060000000000000026,CCL
23,2020-07-10,-3.3,-1.83,-1.4699999999999998,CCL
22,2020-10-08,-2.19,-2.22,0.03000000000000025,CCL
21,2021-01-26,-2.02,-1.92,-0.10000000000000009,CCL
20,2021-04-07,-1.79,-1.66,-0.13000000000000012,CCL
19,2021-06-28,-1.8,-1.68,-0.1200000000000001,CCL
18,2021-09-30,-1.75,-1.53,-0.21999999999999997,CCL
17,2021-12-20,-1.72,-1.45,-0.27,CCL
16,2022-03-22,-1.65,-1.23,-0.41999999999999993,CCL
15,2022-06-24,-1.64,-1.14,-0.5,CCL
14,2022-09-30,-0.58,-0.12,-0.45999999999999996,CCL
13,2022-12-21,-0.85,-0.89,0.040000000000000036,CCL
12,2023-03-27,-0.55,-0.62,0.06999999999999995,CCL
11,2023-06-26,-0.31,-0.33,0.020000000000000018,CCL
10,2023-09-29,0.86,0.75,0.10999999999999999,CCL
9,2023-12-21,-0.07,-0.12,0.04999999999999999,CCL
8,2024-03-27,-0.14,-0.17662,0.036619999999999986,CCL
7,2024-06-25,0.11,0.01271,0.09729,CCL
6,2024-09-30,1.27,1.16,0.1100000000000001,CCL
5,2024-12-20,0.14,0.06,0.08000000000000002,CCL
4,2025-03-21,0.13,0.027,0.10300000000000001,CCL
3,2025-06-24,0.35,0.2466,0.10339999999999996,CCL
2,2025-09-29,,1.31,,CCL
133,1993-01-18,1.1,1.06,0.040000000000000036,C
132,1993-04-20,1.29,1.22,0.07000000000000006,C
131,1993-07-19,1.27,1.24,0.030000000000000027,C
130,1993-10-18,1.6,1.4,0.20000000000000018,C
129,1994-01-24,1.83,1.61,0.21999999999999997,C
128,1994-04-20,1.63,1.62,0.009999999999999787,C
127,1994-07-19,1.52,1.4,0.1200000000000001,C
126,1994-10-17,1.62,1.65,-0.029999999999999805,C
125,1995-01-17,1.65,1.61,0.039999999999999813,C
124,1995-04-17,1.68,1.57,0.10999999999999988,C
123,1995-07-17,2.02,1.73,0.29000000000000004,C
122,1995-10-16,2.25,2.01,0.2400000000000002,C
121,1996-01-16,2.2,2.12,0.08000000000000007,C
120,1996-04-15,2.37,2.18,0.18999999999999995,C
119,1996-07-15,2.88,2.45,0.4299999999999997,C
118,1996-10-14,2.88,2.67,0.20999999999999996,C
117,1997-01-21,3.07,2.96,0.10999999999999988,C
116,1997-04-14,3.17,3.06,0.10999999999999988,C
115,1997-07-15,3.3,3.13,0.16999999999999993,C
114,1997-10-13,3.73,3.36,0.3700000000000001,C
113,1998-01-26,3.0,2.9,0.10000000000000009,C
112,1998-04-20,4.2,3.79,0.41000000000000014,C
111,1998-07-20,4.0,3.84,0.16000000000000014,C
110,1998-10-21,1.5,1.43,0.07000000000000006,C
109,1999-01-25,3.0,2.78,0.2200000000000002,C
108,1999-04-19,5.3,4.35,0.9500000000000002,C
107,1999-07-19,5.33,4.87,0.45999999999999996,C
106,1999-10-18,5.25,5.11,0.13999999999999968,C
105,2000-01-18,5.63,5.24,0.3899999999999997,C
104,2000-04-17,8.03,5.85,2.1799999999999997,C
103,2000-07-19,6.53,6.2,0.33000000000000007,C
102,2000-10-17,6.7,6.5,0.20000000000000018,C
101,2001-01-16,6.5,6.64,-0.13999999999999968,C
100,2001-04-16,7.1,7.04,0.05999999999999961,C
99,2001-07-16,7.4,7.34,0.0600000000000005,C
98,2001-10-17,6.3,6.34,-0.040000000000000036,C
97,2002-01-17,7.4,7.27,0.13000000000000078,C
96,2002-04-15,6.7,7.77,-1.0699999999999994,C
95,2002-07-17,7.5,7.71,-0.20999999999999996,C
94,2002-10-15,7.4,7.29,0.11000000000000032,C
93,2003-01-21,4.7,4.59,0.11000000000000032,C
92,2003-04-14,7.9,7.75,0.15000000000000036,C
91,2003-07-14,8.3,8.01,0.2900000000000009,C
90,2003-10-20,9.0,8.48,0.5199999999999996,C
89,2004-01-20,9.1,8.96,0.1399999999999988,C
88,2004-04-15,9.8,9.45,0.3500000000000014,C
87,2004-07-15,10.2,9.74,0.4599999999999991,C
86,2004-10-14,10.2,9.89,0.3099999999999987,C
85,2005-01-20,10.2,10.13,0.06999999999999851,C
84,2005-04-15,10.4,10.22,0.17999999999999972,C
83,2005-07-18,9.7,10.18,-0.4800000000000004,C
82,2005-10-17,9.7,9.93,-0.23000000000000043,C
81,2006-01-20,9.8,9.99,-0.1899999999999995,C
80,2006-04-17,11.1,10.23,0.8699999999999992,C
79,2006-07-17,10.5,10.57,-0.07000000000000028,C
78,2006-10-19,10.6,10.31,0.28999999999999915,C
77,2007-01-19,10.3,10.03,0.27000000000000135,C
76,2007-04-16,10.1,10.93,-0.8300000000000001,C
75,2007-07-20,12.4,11.32,1.08,C
74,2007-10-15,4.4,4.37,0.03000000000000025,C
73,2008-01-15,-19.9,-10.32,-9.579999999999998,C
72,2008-04-18,-10.2,-9.48,-0.7199999999999989,C
71,2008-07-18,-5.4,-6.58,1.1799999999999997,C
70,2008-10-16,-6.0,-7.01,1.0099999999999998,C
69,2009-01-16,-24.4,-13.14,-11.259999999999998,C
68,2009-04-17,-1.8,-3.42,1.6199999999999999,C
67,2009-07-17,4.9,-3.72,8.620000000000001,C
66,2009-10-15,-2.7,-3.83,1.13,C
65,2010-01-19,-3.2,-3.26,0.05999999999999961,C
64,2010-04-19,1.5,0.02543,1.47457,C
63,2010-07-16,0.9,0.48,0.42000000000000004,C
62,2010-10-18,0.7,0.57,0.13,C
61,2011-01-18,0.4,0.77,-0.37,C
60,2011-04-18,1.0,0.92,0.07999999999999996,C
59,2011-07-15,1.09,0.96,0.13000000000000012,C
58,2011-10-17,1.23,0.81,0.41999999999999993,C
57,2012-01-17,0.38,0.49,-0.10999999999999999,C
56,2012-04-16,1.11,1.0,0.1100000000000001,C
55,2012-07-16,1.0,0.89,0.10999999999999999,C
54,2012-10-15,1.06,0.96,0.10000000000000009,C
53,2013-01-17,0.69,0.97,-0.28,C
52,2013-04-15,1.29,1.17,0.1200000000000001,C
51,2013-07-15,1.25,1.17,0.08000000000000007,C
50,2013-10-15,1.02,1.04,-0.020000000000000018,C
49,2014-01-16,0.82,0.95,-0.13,C
48,2014-04-14,1.3,1.14,0.16000000000000014,C
47,2014-07-14,1.27,1.08,0.18999999999999995,C
46,2014-10-14,1.15,1.12,0.029999999999999805,C
45,2015-01-15,0.06,0.09,-0.03,C
44,2015-04-16,1.52,1.39,0.13000000000000012,C
43,2015-07-16,1.45,1.34,0.10999999999999988,C
42,2015-10-15,1.31,1.28,0.030000000000000027,C
41,2016-01-15,1.06,1.05,0.010000000000000009,C
40,2016-04-15,1.1,1.03,0.07000000000000006,C
39,2016-07-15,1.24,1.1,0.1399999999999999,C
38,2016-10-14,1.24,1.16,0.08000000000000007,C
37,2017-01-18,1.14,1.12,0.019999999999999796,C
36,2017-04-13,1.35,1.24,0.1100000000000001,C
35,2017-07-14,1.28,1.21,0.07000000000000006,C
34,2017-10-12,1.42,1.32,0.09999999999999987,C
33,2018-01-16,1.28,1.19,0.09000000000000008,C
32,2018-04-13,1.68,1.61,0.06999999999999984,C
31,2018-07-13,1.63,1.56,0.06999999999999984,C
30,2018-10-12,1.73,1.69,0.040000000000000036,C
29,2019-01-14,1.61,1.55,0.06000000000000005,C
28,2019-04-15,1.87,1.8,0.07000000000000006,C
27,2019-07-15,1.83,1.8,0.030000000000000027,C
26,2019-10-15,1.99,1.95,0.040000000000000036,C
25,2020-01-14,2.15,1.84,0.30999999999999983,C
24,2020-04-15,1.05,1.04,0.010000000000000009,C
23,2020-07-14,0.5,0.47,0.030000000000000027,C
22,2020-10-13,1.55,0.93,0.62,C
21,2021-01-15,2.08,1.34,0.74,C
20,2021-04-15,3.62,2.6,1.02,C
19,2021-07-14,2.63,1.96,0.6699999999999999,C
18,2021-10-14,2.15,1.65,0.5,C
17,2022-01-14,1.46,1.38,0.08000000000000007,C
16,2022-04-14,2.31,1.55,0.76,C
15,2022-07-15,2.3,1.68,0.6199999999999999,C
14,2022-10-14,1.5,1.42,0.08000000000000007,C
13,2023-01-13,1.1,1.14,-0.039999999999999813,C
12,2023-04-14,1.86,1.67,0.19000000000000017,C
11,2023-07-14,1.37,1.3,0.07000000000000006,C
10,2023-10-13,1.52,1.21,0.31000000000000005,C
9,2024-01-12,0.84,0.73,0.10999999999999999,C
8,2024-04-12,1.86,1.23,0.6300000000000001,C
7,2024-07-12,1.52,1.39,0.13000000000000012,C
6,2024-10-15,1.51,1.31,0.19999999999999996,C
5,2025-01-15,1.34,1.21,0.13000000000000012,C
4,2025-04-15,1.96,1.85,0.10999999999999988,C
3,2025-07-15,1.96,1.66,0.30000000000000004,C
2,2025-10-14,,1.89,,C
133,1993-01-12,0.03,0.02944,0.000559999999999998,ADBE
132,1993-03-16,0.04,0.03854,0.001460000000000003,ADBE
131,1993-06-18,0.04,0.04059,-0.0005900000000000002,ADBE
130,1993-09-22,0.03,0.03052,-0.0005199999999999996,ADBE
129,1994-01-05,0.04,0.03304,0.006960000000000001,ADBE
128,1994-03-18,0.04,0.0375,0.0025000000000000022,ADBE
127,1994-06-23,0.04,0.03942,0.0005800000000000041,ADBE
126,1994-09-20,0.05,0.04704,0.0029600000000000043,ADBE
125,1995-01-04,0.06,0.05,0.009999999999999995,ADBE
124,1995-03-23,0.07,0.05,0.020000000000000004,ADBE
123,1995-06-22,0.06,0.06,0.0,ADBE
122,1995-09-18,0.06,0.06,0.0,ADBE
121,1996-01-04,0.05,0.07,-0.020000000000000004,ADBE
120,1996-03-21,0.06,0.05,0.009999999999999995,ADBE
119,1996-06-25,0.06,0.06,0.0,ADBE
118,1996-09-25,0.04,0.04097,-0.0009699999999999986,ADBE
117,1997-01-07,0.06,0.06,0.0,ADBE
116,1997-03-18,0.08,0.06,0.020000000000000004,ADBE
115,1997-06-18,0.07,0.07,0.0,ADBE
114,1997-09-19,0.07,0.06,0.010000000000000009,ADBE
113,1997-12-18,0.07,0.07,0.0,ADBE
112,1998-03-26,0.04,0.06,-0.019999999999999997,ADBE
111,1998-06-25,0.05,0.05,0.0,ADBE
110,1998-09-10,0.05,0.04707,0.002930000000000002,ADBE
109,1998-12-16,0.1,0.08,0.020000000000000004,ADBE
108,1999-03-18,0.08,0.06,0.020000000000000004,ADBE
107,1999-06-17,0.09,0.08,0.009999999999999995,ADBE
106,1999-09-16,0.1,0.09,0.010000000000000009,ADBE
105,1999-12-16,0.12,0.1,0.01999999999999999,ADBE
104,2000-03-16,0.12,0.11,0.009999999999999995,ADBE
103,2000-06-15,0.13,0.12,0.010000000000000009,ADBE
102,2000-09-14,0.14,0.13,0.010000000000000009,ADBE
101,2000-12-14,0.17,0.14,0.03,ADBE
100,2001-03-15,0.17,0.14,0.03,ADBE
99,2001-06-14,0.17,0.14,0.03,ADBE
98,2001-09-19,0.14,0.14,0.0,ADBE
97,2001-12-13,0.1,0.11,-0.009999999999999995,ADBE
96,2002-03-14,0.11,0.1,0.009999999999999995,ADBE
95,2002-06-13,0.14,0.13,0.010000000000000009,ADBE
94,2002-09-12,0.11,0.1,0.009999999999999995,ADBE
93,2002-12-11,0.13,0.11,0.020000000000000004,ADBE
92,2003-03-13,0.13,0.11,0.020000000000000004,ADBE
91,2003-06-12,0.14,0.13,0.010000000000000009,ADBE
90,2003-09-10,0.14,0.12,0.020000000000000018,ADBE
89,2003-12-11,0.17,0.16,0.010000000000000009,ADBE
88,2004-03-18,0.25,0.2,0.04999999999999999,ADBE
87,2004-06-17,0.22,0.21,0.010000000000000009,ADBE
86,2004-09-20,0.22,0.19,0.03,ADBE
85,2004-12-16,0.22,0.21,0.010000000000000009,ADBE
84,2005-03-17,0.27,0.25,0.020000000000000018,ADBE
83,2005-06-16,0.28,0.27,0.010000000000000009,ADBE
82,2005-09-15,0.29,0.27,0.019999999999999962,ADBE
81,2005-12-15,0.3,0.29,0.010000000000000009,ADBE
80,2006-03-22,0.32,0.29,0.030000000000000027,ADBE
79,2006-06-15,0.31,0.3,0.010000000000000009,ADBE
78,2006-09-14,0.29,0.26,0.02999999999999997,ADBE
77,2006-12-14,0.33,0.33,0.0,ADBE
76,2007-03-20,0.3,0.29,0.010000000000000009,ADBE
75,2007-06-14,0.37,0.35,0.020000000000000018,ADBE
74,2007-09-17,0.45,0.41,0.040000000000000036,ADBE
73,2007-12-17,0.49,0.48,0.010000000000000009,ADBE
72,2008-03-18,0.48,0.45,0.02999999999999997,ADBE
71,2008-06-16,0.5,0.46,0.03999999999999998,ADBE
70,2008-09-16,0.5,0.46,0.03999999999999998,ADBE
69,2008-12-16,0.6,0.58,0.020000000000000018,ADBE
68,2009-03-17,0.45,0.44,0.010000000000000009,ADBE
67,2009-06-16,0.35,0.35,0.0,ADBE
66,2009-09-15,0.35,0.34,0.009999999999999953,ADBE
65,2009-12-15,0.39,0.37,0.020000000000000018,ADBE
64,2010-03-23,0.4,0.37,0.030000000000000027,ADBE
63,2010-06-22,0.44,0.42,0.020000000000000018,ADBE
62,2010-09-21,0.54,0.49,0.050000000000000044,ADBE
61,2010-12-20,0.56,0.52,0.040000000000000036,ADBE
60,2011-03-22,0.58,0.57,0.010000000000000009,ADBE
59,2011-06-21,0.55,0.51,0.040000000000000036,ADBE
58,2011-09-20,0.55,0.54,0.010000000000000009,ADBE
57,2011-12-15,0.67,0.6,0.07000000000000006,ADBE
56,2012-03-19,0.57,0.57,0.0,ADBE
55,2012-06-19,0.6,0.59,0.010000000000000009,ADBE
54,2012-09-19,0.58,0.58,0.0,ADBE
53,2012-12-13,0.61,0.57,0.040000000000000036,ADBE
52,2013-03-19,0.35,0.31,0.03999999999999998,ADBE
51,2013-06-18,0.36,0.33,0.02999999999999997,ADBE
50,2013-09-17,0.32,0.34,-0.020000000000000018,ADBE
49,2013-12-12,0.32,0.32,0.0,ADBE
48,2014-03-18,0.3,0.25,0.04999999999999999,ADBE
47,2014-06-17,0.37,0.29,0.08000000000000002,ADBE
46,2014-09-16,0.28,0.26,0.020000000000000018,ADBE
45,2014-12-11,0.36,0.3,0.06,ADBE
44,2015-03-17,0.44,0.39,0.04999999999999999,ADBE
43,2015-06-16,0.48,0.45,0.02999999999999997,ADBE
42,2015-09-17,0.54,0.49,0.050000000000000044,ADBE
41,2015-12-10,0.62,0.6,0.020000000000000018,ADBE
40,2016-03-17,0.66,0.61,0.050000000000000044,ADBE
39,2016-06-21,0.71,0.68,0.029999999999999916,ADBE
38,2016-09-20,0.75,0.72,0.030000000000000027,ADBE
37,2016-12-15,0.9,0.86,0.040000000000000036,ADBE
36,2017-03-16,0.94,0.87,0.06999999999999995,ADBE
35,2017-06-20,1.02,0.94,0.08000000000000007,ADBE
34,2017-09-19,1.1,1.01,0.09000000000000008,ADBE
33,2017-12-14,1.26,1.16,0.10000000000000009,ADBE
32,2018-03-15,1.55,1.43,0.1200000000000001,ADBE
31,2018-06-14,1.66,1.54,0.11999999999999988,ADBE
30,2018-09-13,1.73,1.69,0.040000000000000036,ADBE
29,2018-12-13,1.83,1.88,-0.04999999999999982,ADBE
28,2019-03-14,1.65,1.62,0.029999999999999805,ADBE
27,2019-06-18,1.83,1.78,0.050000000000000044,ADBE
26,2019-09-17,2.05,1.97,0.07999999999999985,ADBE
25,2019-12-12,2.29,2.26,0.03000000000000025,ADBE
24,2020-03-12,2.2,2.23,-0.029999999999999805,ADBE
23,2020-06-11,2.45,2.33,0.1200000000000001,ADBE
22,2020-09-15,2.57,2.41,0.1599999999999997,ADBE
21,2020-12-10,2.81,2.65,0.16000000000000014,ADBE
20,2021-03-23,3.14,2.78,0.3600000000000003,ADBE
19,2021-06-17,3.03,2.81,0.21999999999999975,ADBE
18,2021-09-21,3.11,3.01,0.10000000000000009,ADBE
17,2021-12-16,3.2,3.2,0.0,ADBE
16,2022-03-22,3.37,3.34,0.03000000000000025,ADBE
15,2022-06-16,3.35,3.3,0.050000000000000266,ADBE
14,2022-09-15,3.4,3.33,0.06999999999999984,ADBE
13,2022-12-15,3.6,3.5,0.10000000000000009,ADBE
12,2023-03-15,3.8,3.66,0.13999999999999968,ADBE
11,2023-06-15,3.91,3.78,0.13000000000000034,ADBE
10,2023-09-14,4.09,3.97,0.11999999999999966,ADBE
9,2023-12-13,4.27,4.13,0.13999999999999968,ADBE
8,2024-03-14,4.48,4.38,0.10000000000000053,ADBE
7,2024-06-13,4.48,4.39,0.09000000000000075,ADBE
6,2024-09-12,4.65,4.53,0.1200000000000001,ADBE
5,2024-12-11,4.81,4.66,0.14999999999999947,ADBE
4,2025-03-12,5.08,4.97,0.11000000000000032,ADBE
3,2025-06-12,5.06,4.97,0.08999999999999986,ADBE
2,2025-09-11,5.31,5.18,0.1299999999999999,ADBE
1,2025-12-10,,5.38,,ADBE
61,2011-05-04,0.85,0.75,0.09999999999999998,HCA
59,2011-07-25,0.51,0.59,-0.07999999999999996,HCA
58,2011-11-01,0.6,0.43,0.16999999999999998,HCA
57,2012-02-06,0.94,0.76,0.17999999999999994,HCA
56,2012-05-03,0.88,0.94,-0.05999999999999994,HCA
55,2012-08-06,0.85,0.78,0.06999999999999995,HCA
54,2012-11-01,0.78,0.79,-0.010000000000000009,HCA
53,2013-02-05,0.92,0.82,0.10000000000000009,HCA
52,2013-05-02,0.77,0.82,-0.04999999999999993,HCA
51,2013-08-01,0.91,0.83,0.08000000000000007,HCA
50,2013-11-05,0.79,0.76,0.030000000000000027,HCA
49,2014-02-04,0.92,0.86,0.06000000000000005,HCA
48,2014-04-29,0.84,0.85,-0.010000000000000009,HCA
47,2014-07-29,1.37,0.92,0.45000000000000007,HCA
46,2014-10-28,1.18,1.06,0.11999999999999988,HCA
45,2015-02-03,1.33,1.23,0.10000000000000009,HCA
44,2015-05-05,1.35,1.2,0.15000000000000013,HCA
43,2015-08-05,1.37,1.34,0.030000000000000027,HCA
42,2015-10-27,1.17,1.2,-0.030000000000000027,HCA
41,2016-01-28,1.69,1.4,0.29000000000000004,HCA
40,2016-05-03,1.71,1.49,0.21999999999999997,HCA
39,2016-07-28,1.66,1.56,0.09999999999999987,HCA
38,2016-10-27,1.61,1.42,0.19000000000000017,HCA
37,2017-01-31,1.89,1.77,0.11999999999999988,HCA
36,2017-05-02,1.74,1.76,-0.020000000000000018,HCA
35,2017-07-25,1.75,1.8,-0.050000000000000044,HCA
34,2017-10-31,1.21,1.57,-0.3600000000000001,HCA
33,2018-01-30,2.12,1.87,0.25,HCA
32,2018-05-01,2.33,2.08,0.25,HCA
31,2018-07-25,2.29,2.16,0.1299999999999999,HCA
30,2018-10-30,2.16,1.9,0.26000000000000023,HCA
29,2019-01-29,2.99,2.58,0.41000000000000014,HCA
28,2019-04-30,2.97,2.33,0.6400000000000001,HCA
27,2019-07-30,2.21,2.46,-0.25,HCA
26,2019-10-29,2.23,2.13,0.10000000000000009,HCA
25,2020-01-28,3.09,3.09,0.0,HCA
24,2020-04-21,2.33,2.61,-0.2799999999999998,HCA
23,2020-07-22,1.5,-0.94,2.44,HCA
22,2020-10-26,1.92,2.32,-0.3999999999999999,HCA
21,2021-02-02,4.13,3.61,0.52,HCA
20,2021-04-22,4.14,3.32,0.8199999999999998,HCA
19,2021-07-20,4.37,3.16,1.21,HCA
18,2021-10-22,4.57,4.1,0.47000000000000064,HCA
17,2022-01-27,4.42,4.53,-0.11000000000000032,HCA
16,2022-04-22,4.12,4.25,-0.1299999999999999,HCA
15,2022-07-22,4.21,3.7,0.5099999999999998,HCA
14,2022-10-21,3.93,3.88,0.050000000000000266,HCA
13,2023-01-27,4.64,4.79,-0.15000000000000036,HCA
12,2023-04-21,4.93,3.93,0.9999999999999996,HCA
11,2023-07-27,4.29,4.22,0.07000000000000028,HCA
10,2023-10-24,3.91,3.98,-0.06999999999999984,HCA
9,2024-01-30,5.93,5.06,0.8700000000000001,HCA
8,2024-04-26,5.93,5.01,0.9199999999999999,HCA
7,2024-07-23,5.53,4.85,0.6800000000000006,HCA
6,2024-10-25,5.03,4.99,0.040000000000000036,HCA
5,2025-01-24,6.22,6.13,0.08999999999999986,HCA
4,2025-04-25,6.45,5.75,0.7000000000000002,HCA
3,2025-07-25,6.84,6.29,0.5499999999999998,HCA
2,2025-10-24,,5.64,,HCA
31,2018-08-28,-0.17,-0.09,-0.08000000000000002,TLRY
29,2019-03-18,-0.29,-0.14,-0.14999999999999997,TLRY
28,2019-05-14,-0.27,-0.25,-0.020000000000000018,TLRY
27,2019-08-13,-0.32,-0.23,-0.09,TLRY
26,2019-11-12,-0.5,-0.29,-0.21000000000000002,TLRY
25,2020-03-02,-0.62,-0.34,-0.27999999999999997,TLRY
24,2020-05-11,-0.49,-0.44,-0.04999999999999999,TLRY
23,2020-08-10,-0.26,-0.27,0.010000000000000009,TLRY
22,2020-11-09,-0.27,-0.21,-0.060000000000000026,TLRY
21,2021-02-17,-0.08,-0.14,0.06000000000000001,TLRY
20,2021-05-10,-0.19,-0.1,-0.09,TLRY
19,2021-07-28,-0.11,-0.08,-0.03,TLRY
18,2021-10-07,-0.08,-0.06,-0.020000000000000004,TLRY
17,2022-01-10,0.03,-0.09,0.12,TLRY
16,2022-04-06,0.04,-0.08,0.12,TLRY
15,2022-07-28,-0.34,-0.07,-0.27,TLRY
14,2022-10-07,-0.08,-0.06,-0.020000000000000004,TLRY
13,2023-01-09,-0.06,-0.05,-0.009999999999999995,TLRY
12,2023-04-10,-0.04,-0.05,0.010000000000000002,TLRY
11,2023-07-26,-0.15,-0.05,-0.09999999999999999,TLRY
10,2023-10-04,-0.1,-0.05,-0.05,TLRY
9,2024-01-09,-0.04946,-0.06,0.01054,TLRY
8,2024-04-09,-0.12,-0.05,-0.06999999999999999,TLRY
7,2024-07-29,-0.04,-0.022,-0.018000000000000002,TLRY
6,2024-10-10,-0.04,-0.036,-0.0040000000000000036,TLRY
5,2025-01-10,-0.1,-0.04,-0.060000000000000005,TLRY
4,2025-04-08,-0.1,-0.04,-0.060000000000000005,TLRY
3,2025-07-28,0.02,-0.03,0.05,TLRY
2,2025-10-09,,-0.03,,TLRY
133,1993-01-22,0.29,0.31,-0.020000000000000018,T
132,1993-04-20,0.25,0.26,-0.010000000000000009,T
131,1993-07-22,0.28,0.27,0.010000000000000009,T
130,1993-10-22,0.38,0.34,0.03999999999999998,T
129,1994-01-24,0.32,0.33,-0.010000000000000009,T
128,1994-04-21,0.3,0.28,0.019999999999999962,T
127,1994-07-22,0.32,0.31,0.010000000000000009,T
126,1994-10-17,0.4,0.39,0.010000000000000009,T
125,1995-01-19,0.36,0.37,-0.010000000000000009,T
124,1995-04-18,0.33,0.33,0.0,T
123,1995-07-19,0.37,0.35,0.020000000000000018,T
122,1995-10-17,0.44,0.43,0.010000000000000009,T
121,1996-01-17,0.42,0.42,0.0,T
120,1996-04-17,0.38,0.37,0.010000000000000009,T
119,1996-07-18,0.41,0.41,0.0,T
118,1996-10-17,0.49,0.48,0.010000000000000009,T
117,1997-01-21,0.45,0.45,0.0,T
116,1997-04-17,0.43,0.43,0.0,T
